month,division,line,period,num_passengers,additional train time
2018-02,B DIVISION,L,offpeak,3713038.9,0.08
2018-02,B DIVISION,S Rock,peak,26332.1,0.33
2018-02,B DIVISION,D,peak,3334773.0,2.00
2018-02,B DIVISION,N,peak,3058781.1,2.07
2018-02,A DIVISION,S 42nd,peak,1649619.9,0.90
2018-02,A DIVISION,4,offpeak,4746376.8,1.49
2018-02,A DIVISION,1,offpeak,5615345.1,1.09
2018-02,A DIVISION,6,offpeak,5571184.5,1.09
2018-02,A DIVISION,3,offpeak,2835474.5,1.06
2018-02,B DIVISION,W,peak,1875721.9,1.64
2018-02,A DIVISION,2,peak,4816491.1,1.25
2018-02,B DIVISION,D,offpeak,3308077.5,1.67
2018-02,B DIVISION,F,peak,6002260.8,2.13
2018-02,B DIVISION,JZ,peak,1716047.3,2.15
2018-02,A DIVISION,6,peak,6639661.4,1.47
2018-03,B DIVISION,R,peak,5883936.3,0.91
2018-03,A DIVISION,4,offpeak,5890948.1,1.35
2018-03,A DIVISION,1,offpeak,7029378.7,0.99
2018-03,B DIVISION,E,peak,5426706.8,1.03
2018-03,B DIVISION,JZ,offpeak,1703577.2,1.81
2018-03,B DIVISION,B,peak,4031781.3,1.61
2018-03,A DIVISION,S 42nd,offpeak,1303966.5,0.54
2018-03,B DIVISION,D,peak,3914950.3,1.74
2018-03,B DIVISION,D,offpeak,4192746.6,1.54
2018-03,B DIVISION,JZ,peak,2050048.8,2.08
2018-03,A DIVISION,5,offpeak,4227357.3,1.32
2018-03,B DIVISION,A,peak,6314786.8,1.61
2018-03,A DIVISION,5,peak,5171148.6,1.71
2018-03,B DIVISION,G,peak,1882067.7,1.50
2018-03,B DIVISION,S Fkln,peak,256050.8,0.74
2018-03,A DIVISION,4,peak,6346879.0,1.60
2018-03,A DIVISION,S 42nd,peak,1842055.6,0.47
2018-03,A DIVISION,6,offpeak,6979638.3,1.10
2018-03,A DIVISION,3,offpeak,3649739.2,0.97
2018-03,B DIVISION,S Rock,peak,29932.8,0.48
2018-03,B DIVISION,M,peak,3069242.5,0.89
2018-03,B DIVISION,W,offpeak,1610890.6,0.72
2018-03,A DIVISION,1,peak,7688961.9,1.09
2018-03,B DIVISION,E,offpeak,4502120.5,1.35
2018-03,B DIVISION,S Fkln,offpeak,241084.7,0.79
2018-03,B DIVISION,M,offpeak,2746957.7,0.80
2018-03,B DIVISION,L,offpeak,4814599.2,0.23
2018-03,B DIVISION,A,offpeak,5239284.0,1.97
2018-03,B DIVISION,Q,peak,5206120.6,1.80
2018-03,A DIVISION,7,offpeak,5017575.1,1.62
2018-03,A DIVISION,2,peak,5742206.2,1.28
2018-03,B DIVISION,R,offpeak,5075073.2,0.98
2018-03,B DIVISION,C,offpeak,3441223.1,1.13
2018-03,B DIVISION,W,peak,2236210.0,0.76
2018-03,A DIVISION,7,peak,5647196.5,2.10
2018-03,B DIVISION,F,offpeak,5616650.3,1.70
2018-03,B DIVISION,S Rock,offpeak,35658.9,0.36
2018-03,A DIVISION,2,offpeak,5243897.1,1.27
2018-03,B DIVISION,F,peak,6797924.9,1.53
2018-03,A DIVISION,6,peak,7806440.4,1.72
2018-03,A DIVISION,3,peak,4188781.1,0.98
2018-03,B DIVISION,Q,offpeak,4427491.4,1.93
2018-03,B DIVISION,G,offpeak,1589474.3,1.54
2018-03,B DIVISION,B,offpeak,2612382.6,1.68
2018-03,B DIVISION,N,offpeak,3180317.6,1.96
2018-03,B DIVISION,C,peak,3163124.7,1.11
2018-03,B DIVISION,L,peak,4956653.0,0.41
2018-03,B DIVISION,N,peak,3547881.6,1.64
2018-04,B DIVISION,M,offpeak,2805563.8,0.99
2018-04,A DIVISION,5,offpeak,4061108.0,1.26
2018-04,A DIVISION,6,offpeak,6736986.9,0.97
2018-04,B DIVISION,W,offpeak,1818758.7,0.62
2018-04,B DIVISION,E,offpeak,4910070.3,1.76
2018-04,A DIVISION,7,peak,5675833.8,1.71
2018-04,B DIVISION,JZ,offpeak,1883861.6,1.94
2018-04,A DIVISION,6,peak,6959278.5,1.41
2018-04,A DIVISION,3,peak,3633697.2,0.81
2018-04,A DIVISION,5,peak,4605548.9,1.35
2018-04,B DIVISION,M,peak,2909226.0,1.31
2018-04,B DIVISION,S Fkln,offpeak,326086.0,0.66
2018-04,B DIVISION,R,peak,5910038.6,0.97
2018-04,B DIVISION,D,peak,3914925.0,1.66
2018-04,B DIVISION,L,offpeak,4746012.3,0.12
2018-04,B DIVISION,L,peak,4576009.2,0.20
2018-04,B DIVISION,F,offpeak,5621975.4,1.56
2018-04,B DIVISION,C,peak,3081942.6,1.64
2018-04,B DIVISION,S Rock,offpeak,31060.9,-0.27
2018-04,A DIVISION,4,offpeak,5611376.2,1.27
2018-04,B DIVISION,F,peak,6460253.0,1.83
2018-04,A DIVISION,S 42nd,peak,1323772.8,0.48
2018-04,A DIVISION,3,offpeak,3489153.0,0.88
2018-04,B DIVISION,N,offpeak,3428000.0,1.67
2018-04,A DIVISION,2,peak,5104220.3,1.21
2018-04,B DIVISION,W,peak,2275924.8,0.84
2018-04,B DIVISION,JZ,peak,2074924.2,1.94
2018-04,A DIVISION,7,offpeak,5351593.8,1.66
2018-04,A DIVISION,4,peak,5616178.7,1.31
2018-04,B DIVISION,E,peak,5429075.5,2.04
2018-04,B DIVISION,Q,peak,5172340.3,1.90
2018-04,B DIVISION,S Rock,peak,25845.1,1.18
2018-04,B DIVISION,B,peak,3961962.3,1.53
2018-04,B DIVISION,B,offpeak,2760459.0,1.41
2018-04,B DIVISION,A,peak,6279422.2,2.17
2018-04,B DIVISION,N,peak,3631828.7,1.52
2018-04,A DIVISION,S 42nd,offpeak,998321.1,0.43
2018-04,B DIVISION,G,peak,1859654.6,1.27
2018-04,B DIVISION,C,offpeak,3607173.7,1.27
2018-04,B DIVISION,S Fkln,peak,301371.0,0.64
2018-04,A DIVISION,2,offpeak,4909421.0,1.24
2018-04,B DIVISION,D,offpeak,4427812.7,1.55
2018-04,B DIVISION,R,offpeak,5458991.9,1.00
2018-04,B DIVISION,G,offpeak,1685778.4,1.38
2018-04,B DIVISION,A,offpeak,5572665.0,1.93
2018-04,A DIVISION,1,peak,6946913.5,1.09
2018-04,B DIVISION,Q,offpeak,4776635.6,1.77
2018-04,A DIVISION,1,offpeak,6974347.7,1.08
2018-05,B DIVISION,Q,peak,5644072.7,1.89
2018-05,B DIVISION,C,peak,3317641.7,1.17
2018-05,A DIVISION,7,offpeak,5652479.8,1.48
2018-05,B DIVISION,A,offpeak,5746931.4,2.12
2018-05,A DIVISION,2,peak,5658369.3,1.02
2018-05,B DIVISION,W,peak,2547456.3,0.85
2018-05,B DIVISION,A,peak,6983424.2,1.84
2018-05,B DIVISION,S Rock,peak,16906.8,-0.15
2018-05,B DIVISION,D,offpeak,4527827.3,1.82
2018-05,B DIVISION,R,peak,6410160.1,0.92
2018-05,B DIVISION,R,offpeak,5702023.4,1.03
2018-05,B DIVISION,S Rock,offpeak,24497.3,0.20
2018-05,A DIVISION,5,offpeak,4186835.7,1.10
2018-05,B DIVISION,S Fkln,offpeak,308739.0,0.70
2018-05,B DIVISION,C,offpeak,3427268.6,1.33
2018-05,B DIVISION,Q,offpeak,4819154.5,1.99
2018-05,B DIVISION,L,peak,4703644.3,0.18
2018-05,A DIVISION,6,offpeak,7822811.2,0.89
2018-05,A DIVISION,S 42nd,offpeak,997510.8,0.41
2018-05,B DIVISION,B,offpeak,2809406.9,1.76
2018-05,B DIVISION,F,peak,7073166.8,1.71
2018-05,A DIVISION,7,peak,6455541.4,1.60
2018-05,B DIVISION,D,peak,4258141.1,1.85
2018-05,A DIVISION,1,peak,7778993.8,1.12
2018-05,A DIVISION,S 42nd,peak,1487857.8,0.47
2018-05,A DIVISION,3,offpeak,3466996.5,0.87
2018-05,B DIVISION,N,peak,3928245.3,1.55
2018-05,A DIVISION,4,offpeak,5975414.5,1.21
2018-05,B DIVISION,M,offpeak,2277029.3,1.38
2018-05,B DIVISION,G,offpeak,1687949.5,1.42
2018-05,A DIVISION,1,offpeak,7073024.6,1.09
2018-05,B DIVISION,L,offpeak,4569074.1,0.14
2018-05,B DIVISION,S Fkln,peak,310043.5,0.77
2018-05,A DIVISION,6,peak,8670534.6,1.39
2018-05,B DIVISION,M,peak,2840181.6,1.43
2018-05,B DIVISION,E,offpeak,5035871.3,1.59
2018-05,B DIVISION,JZ,peak,2252944.7,1.93
2018-05,A DIVISION,2,offpeak,4996853.1,1.19
2018-05,B DIVISION,N,offpeak,3513618.8,1.78
2018-05,B DIVISION,B,peak,4377345.5,1.54
2018-05,B DIVISION,G,peak,2053130.0,1.23
2018-05,B DIVISION,E,peak,6041284.0,1.64
2018-05,A DIVISION,4,peak,6355020.6,1.30
2018-05,A DIVISION,5,peak,5159700.1,1.33
2018-05,B DIVISION,W,offpeak,1775719.0,0.74
2018-05,B DIVISION,F,offpeak,5763281.4,1.85
2018-05,A DIVISION,3,peak,4103517.6,0.85
2018-05,B DIVISION,JZ,offpeak,2119385.7,1.52
2018-06,B DIVISION,E,offpeak,4456397.3,1.36
2018-06,A DIVISION,7,peak,5889904.6,2.06
2018-06,B DIVISION,A,peak,6414071.0,1.44
2018-06,A DIVISION,3,offpeak,3454363.3,0.85
2018-06,A DIVISION,S 42nd,peak,1913454.9,0.46
2018-06,A DIVISION,6,peak,9042402.9,1.23
2018-06,A DIVISION,1,offpeak,7136333.4,1.11
2018-06,B DIVISION,M,offpeak,2279297.6,1.05
2018-06,B DIVISION,S Fkln,peak,272256.8,0.73
2018-06,B DIVISION,Q,peak,5355527.5,1.86
2018-06,B DIVISION,Q,offpeak,4392112.2,1.69
2018-06,B DIVISION,JZ,peak,1964641.8,2.24
2018-06,B DIVISION,R,peak,6087111.4,0.92
2018-06,B DIVISION,G,offpeak,1492853.6,1.13
2018-06,B DIVISION,W,peak,2355751.9,1.00
2018-06,A DIVISION,7,offpeak,4927040.2,1.45
2018-06,A DIVISION,6,offpeak,7799547.3,0.85
2018-06,A DIVISION,5,peak,5232479.3,1.17
2018-06,A DIVISION,S 42nd,offpeak,1309392.0,0.42
2018-06,A DIVISION,1,peak,8032764.9,0.99
2018-06,B DIVISION,C,peak,3034510.2,0.90
2018-06,B DIVISION,D,offpeak,3993889.6,1.55
2018-06,B DIVISION,N,offpeak,3112473.9,1.69
2018-06,B DIVISION,G,peak,1899827.2,0.89
2018-06,A DIVISION,5,offpeak,4101435.8,1.18
2018-06,B DIVISION,E,peak,5703070.8,0.78
2018-06,B DIVISION,S Fkln,offpeak,262330.2,0.70
2018-06,B DIVISION,C,offpeak,3068311.9,1.16
2018-06,A DIVISION,2,peak,5693225.1,0.73
2018-06,A DIVISION,4,peak,6277783.2,1.07
2018-06,B DIVISION,S Rock,offpeak,28263.9,0.38
2018-06,B DIVISION,L,offpeak,4590172.7,-0.03
2018-06,B DIVISION,N,peak,3662464.6,1.46
2018-06,B DIVISION,A,offpeak,4965001.7,1.80
2018-06,B DIVISION,B,peak,4033374.4,1.46
2018-06,A DIVISION,2,offpeak,4868441.3,1.05
2018-06,B DIVISION,B,offpeak,2506868.8,1.37
2018-06,A DIVISION,4,offpeak,5730783.7,1.34
2018-06,A DIVISION,3,peak,4236097.8,0.60
2018-06,B DIVISION,F,peak,6970335.3,1.12
2018-06,B DIVISION,W,offpeak,1600190.6,1.14
2018-06,B DIVISION,JZ,offpeak,1767409.0,1.81
2018-06,B DIVISION,S Rock,peak,18744.6,0.29
2018-06,B DIVISION,F,offpeak,5491729.5,1.46
2018-06,B DIVISION,L,peak,5077025.1,0.01
2018-06,B DIVISION,R,offpeak,5175928.0,0.99
2018-06,B DIVISION,D,peak,4010561.5,1.58
2018-06,B DIVISION,M,peak,3038808.9,1.08
2018-07,A DIVISION,4,peak,5836493.2,1.22
2018-07,B DIVISION,JZ,offpeak,2020655.9,1.98
2018-07,A DIVISION,4,offpeak,5722113.0,1.36
2018-07,B DIVISION,JZ,peak,2102950.6,2.26
2018-07,B DIVISION,A,peak,6100290.3,1.52
2018-07,B DIVISION,G,offpeak,1584067.5,1.18
2018-07,A DIVISION,5,offpeak,3892658.9,1.31
2018-07,B DIVISION,S Fkln,offpeak,307113.7,0.68
2018-07,B DIVISION,N,offpeak,3421209.7,1.30
2018-07,A DIVISION,3,peak,3936403.4,0.82
2018-07,B DIVISION,N,peak,3790835.6,1.21
2018-07,A DIVISION,7,peak,5849921.3,1.59
2018-07,A DIVISION,5,peak,4765177.0,1.21
2018-07,A DIVISION,1,offpeak,6805709.6,1.15
2018-07,B DIVISION,S Fkln,peak,281421.0,0.74
2018-07,B DIVISION,E,offpeak,4871613.1,1.60
2018-07,B DIVISION,R,offpeak,5136540.9,1.08
2018-07,B DIVISION,C,offpeak,3388080.1,1.15
2018-07,B DIVISION,S Rock,peak,8454.6,0.64
2018-07,B DIVISION,B,peak,3944282.7,1.25
2018-07,B DIVISION,L,peak,4546609.2,0.16
2018-07,B DIVISION,S Rock,offpeak,12432.0,1.00
2018-07,A DIVISION,S 42nd,offpeak,998299.6,0.45
2018-07,B DIVISION,G,peak,1837796.9,0.92
2018-07,B DIVISION,D,offpeak,4460859.9,1.68
2018-07,B DIVISION,M,peak,2882207.8,1.27
2018-07,B DIVISION,W,peak,2287754.3,0.68
2018-07,A DIVISION,S 42nd,peak,1402680.5,0.47
2018-07,B DIVISION,M,offpeak,2468845.8,1.28
2018-07,A DIVISION,7,offpeak,5283399.9,1.34
2018-07,A DIVISION,6,peak,7587010.5,1.23
2018-07,A DIVISION,1,peak,7211046.7,1.11
2018-07,B DIVISION,L,offpeak,4417092.0,0.22
2018-07,B DIVISION,Q,peak,5345350.2,1.57
2018-07,B DIVISION,C,peak,3059223.0,1.03
2018-07,B DIVISION,F,peak,6595369.0,1.64
2018-07,B DIVISION,W,offpeak,1808042.2,0.86
2018-07,B DIVISION,A,offpeak,5145964.2,1.88
2018-07,B DIVISION,Q,offpeak,4665838.1,1.45
2018-07,B DIVISION,E,peak,5686603.7,1.65
2018-07,A DIVISION,2,offpeak,4832371.0,1.64
2018-07,A DIVISION,2,peak,5156145.3,1.01
2018-07,B DIVISION,B,offpeak,2527146.1,1.24
2018-07,B DIVISION,F,offpeak,5544189.4,1.62
2018-07,B DIVISION,R,peak,5681841.3,1.14
2018-07,A DIVISION,3,offpeak,3273599.5,1.07
2018-07,A DIVISION,6,offpeak,6997785.1,0.84
2018-07,B DIVISION,D,peak,3900993.7,1.70
2018-08,B DIVISION,W,peak,2524594.7,0.88
2018-08,A DIVISION,2,peak,4854904.0,0.85
2018-08,B DIVISION,C,peak,3147728.3,1.11
2018-08,A DIVISION,3,peak,4211774.2,0.51
2018-08,B DIVISION,A,peak,6502858.4,1.70
2018-08,B DIVISION,G,peak,1857873.6,0.85
2018-08,B DIVISION,M,offpeak,2685323.7,1.32
2018-08,B DIVISION,S Rock,offpeak,11311.0,0.83
2018-08,A DIVISION,7,peak,6337167.0,1.59
2018-08,B DIVISION,Q,peak,5685393.9,1.95
2018-08,B DIVISION,G,offpeak,1562859.9,1.13
2018-08,A DIVISION,S 42nd,offpeak,1004543.4,0.42
2018-08,A DIVISION,4,peak,5922151.4,0.58
2018-08,B DIVISION,B,offpeak,2634093.0,1.59
2018-08,B DIVISION,C,offpeak,3274242.0,1.25
2018-08,B DIVISION,A,offpeak,5318377.6,1.99
2018-08,B DIVISION,D,peak,4019008.3,1.98
2018-08,B DIVISION,N,offpeak,3393226.8,1.81
2018-08,B DIVISION,N,peak,3961034.6,2.06
2018-08,B DIVISION,JZ,offpeak,2079976.9,2.17
2018-08,A DIVISION,4,offpeak,5602279.6,1.15
2018-08,A DIVISION,5,peak,4602613.6,0.62
2018-08,A DIVISION,6,peak,7538685.1,1.05
2018-08,B DIVISION,Q,offpeak,4760510.1,1.60
2018-08,A DIVISION,1,offpeak,6605925.1,1.05
2018-08,B DIVISION,R,offpeak,5161730.8,1.17
2018-08,B DIVISION,W,offpeak,1834818.4,0.92
2018-08,B DIVISION,F,offpeak,5318236.0,1.59
2018-08,B DIVISION,L,offpeak,4038829.1,0.06
2018-08,B DIVISION,S Rock,peak,7697.8,0.53
2018-08,B DIVISION,D,offpeak,4184742.2,1.87
2018-08,B DIVISION,JZ,peak,2394331.8,2.23
2018-08,A DIVISION,7,offpeak,5410994.0,1.34
2018-08,B DIVISION,F,peak,6597309.9,1.23
2018-08,A DIVISION,5,offpeak,3940726.2,1.10
2018-08,A DIVISION,1,peak,7509454.7,1.03
2018-08,B DIVISION,B,peak,4118125.9,1.64
2018-08,B DIVISION,E,offpeak,4942746.7,1.67
2018-08,B DIVISION,S Fkln,peak,252491.8,0.69
2018-08,B DIVISION,L,peak,4238251.4,-0.10
2018-08,B DIVISION,R,peak,6037818.9,1.26
2018-08,A DIVISION,6,offpeak,6839711.2,0.67
2018-08,A DIVISION,3,offpeak,3090914.4,0.80
2018-08,B DIVISION,S Fkln,offpeak,284489.3,0.63
2018-08,B DIVISION,E,peak,6174018.5,1.02
2018-08,A DIVISION,2,offpeak,4481382.2,1.28
2018-08,B DIVISION,M,peak,3454061.6,1.30
2018-08,A DIVISION,S 42nd,peak,1603226.5,0.46
2018-09,B DIVISION,B,offpeak,2086105.3,1.87
2018-09,B DIVISION,M,peak,2609299.6,1.32
2018-09,B DIVISION,N,peak,3178179.4,1.87
2018-09,A DIVISION,5,peak,3779535.5,1.18
2018-09,A DIVISION,1,offpeak,5369827.1,1.11
2018-09,B DIVISION,C,offpeak,2720889.0,1.04
2018-09,A DIVISION,6,peak,6028890.1,1.25
2018-09,B DIVISION,R,offpeak,4394021.8,1.05
2018-09,B DIVISION,JZ,peak,1918764.5,2.43
2018-09,A DIVISION,7,peak,4996091.6,0.89
2018-09,A DIVISION,3,peak,3095813.5,0.67
2018-09,B DIVISION,B,peak,3212473.2,1.72
2018-09,A DIVISION,3,offpeak,2548995.3,0.86
2018-09,A DIVISION,6,offpeak,5694756.3,0.73
2018-09,B DIVISION,S Fkln,offpeak,216159.2,0.65
2018-09,B DIVISION,E,offpeak,4049227.3,1.09
2018-09,A DIVISION,S 42nd,peak,1192452.5,0.48
2018-09,A DIVISION,2,offpeak,3730654.8,1.19
2018-09,B DIVISION,R,peak,4892346.2,1.26
2018-09,B DIVISION,N,offpeak,2780395.8,1.65
2018-09,B DIVISION,D,offpeak,3526202.2,1.59
2018-09,A DIVISION,1,peak,5708270.2,1.26
2018-09,B DIVISION,F,offpeak,4197625.1,1.29
2018-09,B DIVISION,W,offpeak,1522524.8,0.77
2018-09,B DIVISION,S Rock,peak,49579.8,0.16
2018-09,B DIVISION,Q,offpeak,3957113.6,1.64
2018-09,B DIVISION,S Rock,offpeak,71195.5,0.49
2018-09,B DIVISION,L,peak,3411166.9,-0.02
2018-09,A DIVISION,4,offpeak,4722717.8,1.25
2018-09,B DIVISION,F,peak,5060328.6,1.28
2018-09,B DIVISION,G,offpeak,1266123.0,1.04
2018-09,A DIVISION,S 42nd,offpeak,785591.5,0.41
2018-09,B DIVISION,A,offpeak,4491393.5,1.87
2018-09,B DIVISION,M,offpeak,2174188.7,1.15
2018-09,B DIVISION,E,peak,4852353.9,1.04
2018-09,B DIVISION,D,peak,3205545.6,1.87
2018-09,A DIVISION,7,offpeak,4453108.1,0.89
2018-09,B DIVISION,Q,peak,4438583.6,1.88
2018-09,A DIVISION,5,offpeak,3270962.5,1.20
2018-09,A DIVISION,4,peak,4690822.8,1.37
2018-09,B DIVISION,W,peak,2025534.8,0.75
2018-09,B DIVISION,L,offpeak,3371392.3,0.10
2018-09,B DIVISION,S Fkln,peak,182897.1,0.67
2018-09,A DIVISION,2,peak,4032079.3,0.85
2018-09,B DIVISION,G,peak,1470862.8,0.83
2018-09,B DIVISION,JZ,offpeak,1759518.4,2.21
2018-09,B DIVISION,C,peak,2414297.9,1.04
2018-09,B DIVISION,A,peak,5342890.4,1.52
2018-10,B DIVISION,E,peak,6587006.3,0.97
2018-10,B DIVISION,W,peak,2576342.7,1.16
2018-10,A DIVISION,1,offpeak,6966914.0,1.13
2018-10,B DIVISION,F,peak,6742045.9,1.19
2018-10,B DIVISION,A,offpeak,5766367.5,1.77
2018-10,B DIVISION,L,offpeak,4327781.6,0.21
2018-10,B DIVISION,S Fkln,offpeak,344305.4,0.73
2018-10,B DIVISION,R,peak,6637328.6,1.28
2018-10,B DIVISION,S Rock,offpeak,45369.8,0.46
2018-10,A DIVISION,S 42nd,offpeak,931231.4,0.46
2018-10,A DIVISION,S 42nd,peak,1453813.2,0.47
2018-10,A DIVISION,6,peak,8415837.6,1.26
2018-10,A DIVISION,3,offpeak,3478423.8,0.74
2018-10,B DIVISION,G,peak,2079958.0,1.13
2018-10,B DIVISION,S Rock,peak,34095.2,0.31
2018-10,A DIVISION,4,peak,6415503.8,1.32
2018-10,A DIVISION,5,peak,5157449.5,1.20
2018-10,B DIVISION,R,offpeak,5627473.4,1.03
2018-10,B DIVISION,JZ,offpeak,2278500.5,2.08
2018-10,B DIVISION,C,peak,3394293.9,1.03
2018-10,B DIVISION,N,offpeak,3477746.1,1.58
2018-10,B DIVISION,A,peak,7256677.9,1.51
2018-10,B DIVISION,S Fkln,peak,344427.3,0.77
2018-10,B DIVISION,M,peak,3443199.8,1.29
2018-10,A DIVISION,3,peak,4221961.8,0.69
2018-10,A DIVISION,2,offpeak,4839487.9,1.11
2018-10,B DIVISION,JZ,peak,2656344.7,2.42
2018-10,A DIVISION,6,offpeak,7530041.4,0.88
2018-10,B DIVISION,D,offpeak,4379425.1,1.51
2018-10,B DIVISION,L,peak,4652290.5,0.40
2018-10,B DIVISION,G,offpeak,1721808.9,1.17
2018-10,A DIVISION,4,offpeak,5965237.0,1.20
2018-10,B DIVISION,N,peak,4145775.5,1.96
2018-10,A DIVISION,1,peak,7910601.9,1.23
2018-10,A DIVISION,7,peak,6347464.8,1.38
2018-10,B DIVISION,D,peak,4261480.1,1.89
2018-10,B DIVISION,F,offpeak,5295446.6,1.04
2018-10,B DIVISION,B,offpeak,2679315.8,1.72
2018-10,A DIVISION,2,peak,5650287.4,0.96
2018-10,B DIVISION,E,offpeak,5192508.0,1.04
2018-10,A DIVISION,7,offpeak,5510058.1,1.14
2018-10,A DIVISION,5,offpeak,4200628.3,1.17
2018-10,B DIVISION,M,offpeak,2737235.5,1.04
2018-10,B DIVISION,C,offpeak,3476104.6,0.96
2018-10,B DIVISION,Q,offpeak,4887855.5,1.39
2018-10,B DIVISION,W,offpeak,1918774.3,0.79
2018-10,B DIVISION,Q,peak,5887690.3,1.91
2018-10,B DIVISION,B,peak,4289444.7,1.76
2018-11,A DIVISION,2,peak,5377628.6,1.20
2018-11,A DIVISION,4,offpeak,5722626.0,1.02
2018-11,A DIVISION,5,peak,4856917.4,1.22
2018-11,B DIVISION,L,offpeak,4219469.2,-0.08
2018-11,B DIVISION,M,peak,3371901.3,1.60
2018-11,B DIVISION,E,offpeak,5058014.3,1.05
2018-11,B DIVISION,D,offpeak,4291363.5,1.46
2018-11,A DIVISION,3,offpeak,3308448.2,0.74
2018-11,A DIVISION,6,peak,7934070.0,1.30
2018-11,A DIVISION,1,peak,7666375.9,1.30
2018-11,B DIVISION,Q,peak,5571471.5,2.09
2018-11,B DIVISION,B,peak,4098718.6,2.07
2018-11,B DIVISION,A,offpeak,5639677.7,1.92
2018-11,A DIVISION,1,offpeak,6935190.6,1.08
2018-11,A DIVISION,S 42nd,peak,1478801.1,0.48
2018-11,A DIVISION,7,peak,5916690.8,2.10
2018-11,B DIVISION,S Rock,offpeak,37990.4,0.48
2018-11,B DIVISION,W,offpeak,1537388.6,0.92
2018-11,B DIVISION,A,peak,6875781.0,1.81
2018-11,B DIVISION,F,offpeak,5202209.8,1.23
2018-11,B DIVISION,M,offpeak,2829202.7,1.30
2018-11,B DIVISION,F,peak,6448515.4,1.48
2018-11,B DIVISION,C,peak,3331228.6,1.19
2018-11,B DIVISION,N,offpeak,3617721.7,1.14
2018-11,B DIVISION,E,peak,6285260.1,1.19
2018-11,B DIVISION,C,offpeak,3611000.6,1.11
2018-11,A DIVISION,7,offpeak,5246724.3,1.18
2018-11,B DIVISION,JZ,peak,2507570.7,2.80
2018-11,B DIVISION,D,peak,4108947.3,1.97
2018-11,A DIVISION,S 42nd,offpeak,991580.1,0.45
2018-11,A DIVISION,2,offpeak,4867988.3,0.97
2018-11,B DIVISION,R,offpeak,5721035.7,1.02
2018-11,B DIVISION,JZ,offpeak,2164368.7,2.29
2018-11,B DIVISION,G,peak,2020494.4,1.05
2018-11,A DIVISION,4,peak,6053891.8,1.14
2018-11,B DIVISION,S Fkln,offpeak,311473.0,0.73
2018-11,B DIVISION,S Fkln,peak,297488.8,0.82
2018-11,B DIVISION,L,peak,4403672.7,0.01
2018-11,A DIVISION,3,peak,3984851.0,0.82
2018-11,B DIVISION,G,offpeak,1696709.3,1.17
2018-11,B DIVISION,N,peak,3915983.7,2.03
2018-11,B DIVISION,R,peak,6400099.7,1.27
2018-11,A DIVISION,5,offpeak,4111500.0,0.79
2018-11,B DIVISION,S Rock,peak,29116.5,0.54
2018-11,A DIVISION,6,offpeak,7347228.5,0.80
2018-11,B DIVISION,Q,offpeak,4726639.8,1.36
2018-11,B DIVISION,W,peak,2407730.4,1.27
2018-11,B DIVISION,B,offpeak,2684406.4,1.83
2018-12,A DIVISION,5,offpeak,3757180.3,1.10
2018-12,B DIVISION,W,offpeak,1662736.9,0.57
2018-12,A DIVISION,4,offpeak,5213181.2,1.23
2018-12,B DIVISION,B,peak,3894049.0,1.85
2018-12,A DIVISION,2,peak,4985559.7,0.81
2018-12,B DIVISION,L,peak,4088970.0,0.01
2018-12,B DIVISION,G,offpeak,1515416.0,1.12
2018-12,B DIVISION,JZ,offpeak,1871539.0,1.87
2018-12,A DIVISION,7,offpeak,4730752.7,0.71
2018-12,B DIVISION,C,peak,3279625.1,1.17
2018-12,A DIVISION,S 42nd,peak,1478998.0,0.48
2018-12,A DIVISION,2,offpeak,4327120.8,1.00
2018-12,B DIVISION,F,offpeak,4702249.1,1.78
2018-12,A DIVISION,6,peak,7582761.1,1.11
2018-12,B DIVISION,Q,peak,5207170.2,1.75
2018-12,A DIVISION,3,peak,3695431.9,0.60
2018-12,A DIVISION,S 42nd,offpeak,957592.0,0.42
2018-12,B DIVISION,S Fkln,peak,264132.4,0.67
2018-12,B DIVISION,S Rock,offpeak,34816.0,0.45
2018-12,B DIVISION,S Rock,peak,26274.0,0.36
2018-12,A DIVISION,3,offpeak,3038887.5,0.77
2018-12,B DIVISION,M,peak,2754768.7,1.53
2018-12,B DIVISION,N,offpeak,3035854.4,1.22
2018-12,B DIVISION,M,offpeak,2158613.5,1.19
2018-12,A DIVISION,5,peak,4526721.1,0.90
2018-12,A DIVISION,4,peak,5615666.6,1.03
2018-12,B DIVISION,D,peak,3850171.1,1.81
2018-12,A DIVISION,1,peak,7091984.8,1.08
2018-12,A DIVISION,1,offpeak,6279939.8,1.03
2018-12,B DIVISION,W,peak,2269285.7,0.74
2018-12,B DIVISION,R,peak,6075716.9,1.06
2018-12,B DIVISION,A,peak,6474104.8,1.72
2018-12,B DIVISION,E,peak,5380443.7,1.41
2018-12,B DIVISION,D,offpeak,3807803.1,1.41
2018-12,B DIVISION,F,peak,5975314.7,1.88
2018-12,B DIVISION,N,peak,3651521.2,1.61
2018-12,B DIVISION,B,offpeak,2477192.4,1.44
2018-12,B DIVISION,S Fkln,offpeak,249856.8,0.50
2018-12,B DIVISION,G,peak,1889936.1,1.00
2018-12,B DIVISION,C,offpeak,3409830.6,1.05
2018-12,B DIVISION,A,offpeak,5120290.7,1.70
2018-12,B DIVISION,JZ,peak,2264696.2,2.25
2018-12,B DIVISION,E,offpeak,4235552.1,1.13
